name,tailpipe_co2
Mercedes-Benz SL Class SL350 Convertible Auto (2006-2008),246
Holden Astra SRi Turbo Coupe Manual (2006-2008),226
Ford Falcon XT Sedan Auto (2006-2008),243
Ford Falcon XR6 Sedan Auto (2006-2008),243
Ford Falcon Fairlane Ghia Sedan Auto (2006-2008),248
Ford Falcon Fairmont Ghia Sedan Auto (2006-2008),243
Ford Falcon Futura Sedan Auto (2006-2008),243
Porsche Boxster KP11-6 Convertible Manual (2006-2008),227
Porsche Boxster KP12 Convertible Auto (2006-2008),242
Mitsubishi Express SWB Window Van Van Manual (2006-2008),248
Mitsubishi Express Van Van Manual (2006-2008),248
Mitsubishi Express SWB Van Van Manual (2006-2008),248
Ssangyong Kyron Wagon Auto (2006-2008),232
Porsche Cayman S Coupe Manual (2006-2008),249
Ssangyong Kyron Wagon Manual (2006-2008),229
Ssangyong Kyron Wagon Auto (2006-2008),239
Toyota Hilux 4X4 Single Cab Cab-chassis Auto (2006-2008),245
Toyota Hilux 4X4 Double Cab Utility Auto (2006-2008),245
Volvo C70 T5 Convertible Auto (2006-2009),237
Kia Sportage Wagon Auto (2006-2009),236
Mercedes-Benz S Class S350 Sedan Auto (2006-2009),242
Mitsubishi Lancer ES Wagon Auto (2006-2008),226
Mitsubishi Lancer VR-X Wagon Auto (2006-2008),226
Ssangyong Stavic DSL Wagon Manual (2006-2009),232
Ssangyong Stavic DSL Wagon Auto (2006-2009),231
Ford Escape XLS Wagon Auto (2006-2009),250
Ford Escape XLT Wagon Auto (2006-2009),250
Chrysler PT Cruiser Classic Hatch Auto (2006-2009),240
Ssangyong Musso 4WD Utility Manual (2006-2009),235
Mitsubishi Triton GLX-R Double Cab Utility Manual (2006-2009),242
Mercedes-Benz S Class S350L Sedan Auto (2006-2009),242
Ssangyong Rexton 5-7 seats Wagon Manual (2006-2009),242
Ssangyong Rexton Wagon Auto (2006-2009),242
Ssangyong Stavic 4WD Wagon Manual (2006-2009),247
Ssangyong Actyon Sports 2WD Utility Auto (2006-2009),231
Ssangyong Actyon Sports 4WD Utility Auto (2006-2009),231
Toyota Camry Sedan Auto (2006-2009),233
Nissan X-Trail Wagon Auto (2006-2009),235
Nissan X-Trail Wagon Manual (2006-2009),226
Subaru Liberty 2.5GT Spec B Sedan Manual (2006-2009),250
Subaru Liberty 2.5GT Spec B Wagon Manual (2006-2009),250
BMW X3 2.5si Wagon Manual (2006-2009),238
BMW X3 2.5si Wagon Auto (2006-2009),243
BMW X3 3.0si Wagon Auto (2006-2009),248
Peugeot 407 Coupe Manual (2006-2009),242
Peugeot 407 Coupe Auto (2006-2009),242
Peugeot 407 SV HDI Wagon Auto (2006-2009),226
Peugeot 407 ST Wagon Auto (2006-2009),228
Peugeot 407 SV Sedan Auto (2006-2009),233
Peugeot 407 SV Wagon Auto (2006-2009),236
Peugeot 407 HDI Coupe Auto (2006-2009),226
Volvo C70 LE Convertible Auto (2006-2009),229
Toyota Aurion Sedan Auto (2006-2009),233
BMW 5 Series 540i Sedan Auto (2006-2009),250
Toyota Prado Wagon Manual (2006-2009),244
Toyota Prado Wagon Auto (2006-2009),245
Toyota RAV4 Wagon Auto (2006-2009),227
Volkswagen Passat FSI Sedan Auto (2006-2010),240
Honda S2000 Convertible Manual (2006-2010),236
Volkswagen Golf R32 Hatch Auto (2006-2010),235
Volkswagen Golf R32 Coupe Auto (2006-2010),235
BMW 5 Series 525i Sedan Auto (2006-2010),227
Citroen C6 UHZ Sedan Auto (2006-2010),230
Toyota RAV4 Wagon Auto (2006-2013),227
BMW 5 Series 525i Sedan Auto (2006-2011),227
BMW 5 Series 540i Sedan Auto (2006-2011),250
BMW 5 Series 530i Touring Wagon Auto (2006-2011),230
Toyota HiAce Commuter Light bus Manual (2006-2010),243
Toyota HiAce Long Van Auto (2006-2010),230
Toyota HiAce S-Long Van Manual (2006-2010),243
Ford Ranger Regular Cab XL High Rider Cab-chassis Manual (2006-2011),243
Ford Ranger Super Cab XL High Rider Cab-chassis Manual (2006-2011),243
Ford Ranger Crew Cab XL Utility Manual (2006-2011),243
Chrysler PT Cruiser Limited Hatch Auto (2006-2010),240
Chrysler PT Cruiser Touring GT Hatch Auto (2006-2010),240
Chrysler PT Cruiser Touring Convertible Auto (2006-2010),246
Chrysler PT Cruiser Limited Convertible Auto (2006-2010),246
BMW 5 Series 530i Touring Wagon Auto (2006-2010),230
Volkswagen T5 Cab Chassis 2.5 TDI 96KW Cab-chassis Manual (2006-2010),235
Volkswagen T5 Cab Chassis 2.5 TDI 128KW Cab-chassis Manual (2006-2010),240
Volkswagen T5 Cab Chassis 2.5 TDI 96KW Cab-chassis Manual (2006-2010),235
Volkswagen T5 Cab Chassis 2.5 TDI 128KW Cab-chassis Manual (2006-2010),240
Mazda Tribute I4 Wagon Auto (2006-2010),250
Mazda BT-50 Dual Cab Utility Manual (2006-2010),243
Mazda BT-50 Freestyle Cab Utility Manual (2006-2010),243
Mazda BT-50 Single Cab Utility Manual (2006-2010),243
BMW 3 Series 335i Coupe Coupe Manual (2006-2010),228
BMW 3 Series 335i Coupe Coupe Auto (2006-2010),228
Volvo C70 T5 Convertible Auto (2006-2011),234
Mazda BT-50 Dual Cab Utility Manual (2006-2012),243
Mazda BT-50 Single Cab Utility Manual (2006-2012),243
Volkswagen T5 Transporter Kombi Beach Van Manual (2006-2013),248
Volkswagen T5 Transporter Kombi SWB 75KW Wagon Manual (2006-2013),230
Mazda BT-50 Single Cab Utility Manual (2006-2012),243
Volkswagen T5 Transporter Kombi Beach Van Manual (2006-2013),248
Volkswagen T5 Transporter Kombi SWB 75KW Wagon Manual (2006-2013),230
Volkswagen T5 Transporter SWB 128KW Van Manual (2006-2013),240
Volvo C70 T5 Convertible Auto (2006-2014),234
Mitsubishi Triton GLX-R Double Cab Cab-chassis Manual (2006-2014),242
Toyota Aurion Sedan Auto (2006-2015),233
Chrysler PT Cruiser Classic Hatch Manual (2005-2006),231
Chrysler PT Cruiser Limited Hatch Manual (2005-2006),231
Chrysler PT Cruiser Touring GT Hatch Manual (2005-2006),231
Land Rover Discovery 3 SE Wagon Manual (2005-2006),249
Land Rover Discovery 3 S Wagon Manual (2005-2006),249
Land Rover Discovery 3 HSE Wagon Manual (2005-2006),249
Land Rover Discovery 3 SE Wagon Manual (2005-2006),249
Land Rover Discovery 3 S Wagon Manual (2005-2006),249
Land Rover Discovery 3 HSE Wagon Manual (2005-2006),249
Nissan Navara Dual Cab 4WD Utility Manual (2005-2006),242
Mitsubishi Grandis Wagon Auto (2005-2006),242
Mitsubishi Outlander LS Wagon Auto (2005-2006),242
Mitsubishi Outlander XLS Wagon Auto (2005-2006),242
Mitsubishi Outlander VR-X Wagon Auto (2005-2006),242
Citroen C5 Sedan Auto (2005-2006),238
Porsche Boxster Convertible Manual (2005-2008),229
Porsche Boxster Convertible Manual (2005-2008),234
Porsche Boxster Convertible Auto (2005-2008),250
Porsche Boxster S Convertible Manual (2005-2008),248
Audi TT Coupe quattro DSG Coupe Other (2005-2007),240
Mercedes-Benz C Class C230 Sedan Auto (2005-2008),229
Audi A4 3.2 V6 Multitronic Sedan CVT (2005-2007),232
Suzuki Grand Vitara Wagon Auto (2005-2008),242
Audi Allroad 2.5 TDI quattro Tiptronic Wagon Auto (2005-2008),250
Jeep Cherokee Sport Wagon Manual (2005-2008),246
Jeep Cherokee Renegade Wagon Manual (2005-2008),246
Audi A6 2.4 Multitronic Sedan CVT (2005-2006),235
Audi A6 3.0 Multitronic Sedan CVT (2005-2006),237
Audi A6 3.0 TDI quattro Tiptronic Sedan Auto (2005-2006),229
Audi A6 3.0 Multitronic Sedan CVT (2005-2006),237
Audi A3 3.2 V6 quattro Ambition 6-DSG Hatch Other (2005-2006),231
Audi A3 3.2 V6 quattro Ambition 6-DSG Hatch Other (2005-2006),231
Audi A4 2.0T FSI quattro Tiptronic Sedan Auto (2005-2006),233
Audi A4 Cabriolet 3.0 multitronic  Convertible CVT (2005-2006),238
Kia Sportage Wagon Auto (2005-2006),236
Mercedes-Benz Viano Wagon Auto (2005-2007),232
Mercedes-Benz Vito 115 Wagon Auto (2005-2007),232
BMW 3 Series 325Ci Coupe Auto (2005-2007),237
BMW 3 Series 330Ci Coupe Auto (2005-2007),230
BMW 3 Series 325Ci Convertible Manual (2005-2007),230
BMW 3 Series 325Ci Convertible Auto (2005-2007),244
BMW 3 Series 330Ci Convertible Manual (2005-2007),229
BMW 3 Series 330Ci Convertible Auto (2005-2007),244
BMW X5 3.0d Wagon Manual (2005-2007),229
BMW X5 3.0d Wagon Auto (2005-2007),250
BMW 5 Series 525i Sedan Auto (2005-2006),227
BMW 5 Series 530i Touring Sedan Auto (2005-2006),230
Toyota HiAce S-Long Van Manual (2005-2006),232
Toyota HiAce Commuter Light bus Manual (2005-2006),232
Subaru Forester 2.5X Wagon Auto (2005-2007),232
Subaru Forester 2.5X Wagon Manual (2005-2007),228
Subaru Forester 2.5XS Wagon Manual (2005-2007),228
Subaru Forester 2.5XS Wagon Auto (2005-2007),232
Subaru Outback 2.5i Wagon Manual (2005-2007),226
Subaru Outback 2.5i Wagon Auto (2005-2007),232
Subaru Liberty 2.5i Wagon Auto (2005-2007),226
Ford Falcon XR6 Sedan Auto (2005-2006),243
Toyota Hilux 4X2 Double Cab Utility Manual (2005-2006),228
Toyota Hilux 4X2 Single Cab Cab-chassis Manual (2005-2006),228
Mercedes-Benz C Class C350 Sedan Auto (2005-2007),239
Honda CR-V Wagon Auto (2005-2007),237
Honda CR-V Sport Wagon Auto (2005-2007),237
Nissan Pathfinder Wagon Manual (2005-2007),238
Mazda 6 MPS Sedan Manual (2005-2008),249
Volvo V70 LE Wagon Auto (2005-2008),237
Ssangyong Stavic Wagon Manual (2005-2006),230
Audi A8 3.2 LWB Multitronic Sedan CVT (2005-2008),242
Mercedes-Benz C Class C230T Wagon Auto (2005-2008),233
Mercedes-Benz C Class CL230 Coupe Auto (2005-2008),229
Mercedes-Benz C Class CL230 Coupe Manual (2005-2008),229
Hyundai Sonata GL Sedan Auto (2005-2008),241
Hyundai Sonata ELITE Sedan Auto (2005-2008),241
Land Rover Discovery 3 S TDV6 Wagon Manual (2005-2007),249
Land Rover Discovery 3 S TDV6 Wagon Manual (2005-2007),249
Subaru Forester 2.5XS Wagon Manual (2005-2008),228
Subaru Forester 2.5XS Wagon Auto (2005-2008),232
Subaru Forester 2.5X Wagon Manual (2005-2008),228
Subaru Forester 2.5X Wagon Auto (2005-2008),232
Audi A6 3.0 TDI quattro Tiptronic Sedan Auto (2005-2009),229
Volvo S60 LE Sedan Auto (2005-2009),229
Chrysler Crossfire Roadster Convertible Auto (2005-2009),239
Jaguar X-Type LE Sedan Auto (2005-2009),239
Jaguar X-Type LE Sedan Auto (2005-2009),244
Jaguar X-Type Luxury Sedan Auto (2005-2009),244
Volvo S60 AWD Sedan Auto (2005-2009),246
Mercedes-Benz SLK Class SLK280 Convertible Manual (2005-2009),236
Mercedes-Benz SLK Class SLK280 Convertible Auto (2005-2009),227
Ford Falcon Fairlane Ghia Sedan Auto (2005-2009),248
Ford Falcon Fairmont Ghia Sedan Auto (2005-2009),243
Mercedes-Benz CLK Class CLK280 Coupe Auto (2005-2009),227
Mercedes-Benz CLK Class CLK350 Coupe Auto (2005-2009),239
Mercedes-Benz CLK Class CLK280 Convertible Auto (2005-2009),229
Mercedes-Benz CLK Class CLK350 Convertible Auto (2005-2009),244
Peugeot 607 Sedan Auto (2005-2009),242
Mercedes-Benz E Class E280 Sedan Auto (2005-2009),232
Mercedes-Benz E Class E280T Wagon Auto (2005-2009),239
Lexus GS300 Sedan Auto (2005-2009),232
Lexus IS250 Sedan Manual (2005-2009),231
Jaguar XJ6 SWB Sedan Auto (2005-2010),249
Lexus IS250 Sedan Manual (2005-2010),231
BMW 3 Series 320Ci Coupe Auto (2005-2011),236
BMW 3 Series 320i Touring Wagon Auto (2005-2011),241
Volkswagen T5 Transporter AXE Van Manual (2005-2013),227
Volkswagen T5 Transporter AXE Van Auto (2005-2013),247
Volkswagen T5 Cab Chassis AXD Cab-chassis Auto (2005-2015),241
Volkswagen T5 Cab Chassis AXE Cab-chassis Auto (2005-2015),240
Volkswagen Caravelle AXE Wagon Auto (2005-2015),236
Volkswagen Caravelle AXD Wagon Auto (2005-2015),246
Volkswagen T5 Transporter AXE; LWB/SWB Van Manual (2005-2015),227
Volkswagen T5 Transporter AXE; LWB/SWB Van Auto (2005-2015),247
Mitsubishi Pajero GLX Wagon Manual (2005-2007),250
Mitsubishi Pajero GLS Wagon Manual (2005-2007),250
Subaru Impreza Sedan Manual (2004-2005),237
Subaru Impreza Sedan Auto (2004-2005),233
Subaru Impreza Sedan Manual (2004-2005),237
Subaru Impreza Sedan Auto (2004-2005),247
Subaru Impreza Wagon Manual (2004-2005),237
Subaru Impreza Wagon Auto (2004-2005),247
Porsche Boxster Convertible Manual (2004-2005),233
Renault Trafic Van Manual (2004-2005),228
BMW 3 Series 325ti Hatch Auto (2004-2005),227
BMW 3 Series 325i Sedan Auto (2004-2005),237
BMW 3 Series 325Ci Coupe Auto (2004-2005),237
BMW 3 Series 330i Sedan Auto (2004-2005),230
BMW 3 Series 330Ci Coupe Auto (2004-2005),230
BMW Z4 2.2i Convertible Auto (2004-2005),226
Holden Vectra CDXi Hatch Manual (2004),235
Holden Vectra CDXi Hatch Auto (2004),250
Peugeot 407 SV Executive Sedan Auto (2004-2005),233
Peugeot 407 SV Touring Executive Wagon Auto (2004-2005),236
Peugeot 407 SV Sport Sedan Auto (2004-2005),233
Peugeot 407 SV Touring Sport Wagon Auto (2004-2005),236
Volkswagen Passat Sedan Auto (2004-2005),247
Audi A3 Hatch Other (2004-2005),239
Holden Zafira Wagon Auto (2004-2005),237
Mitsubishi Outlander LS Wagon Auto (2004-2005),240
Mitsubishi Outlander XLS Wagon Auto (2004-2005),240
Mitsubishi Outlander VR-X Wagon Auto (2004-2005),240
Mitsubishi Grandis Wagon Auto (2004-2005),245
Nissan Navara Dual Cab Utility Manual (2004-2006),236
Nissan Navara Cab-chassis Manual (2004-2006),236
Renault Laguna II Wagon Auto (2004-2006),249
Renault Laguna II Sedan Auto (2004-2006),242
Suzuki Grand Vitara Wagon Manual (2004-2006),227
Suzuki Grand Vitara Wagon Auto (2004-2006),236
Suzuki Grand Vitara Wagon Manual (2004-2006),244
Suzuki Grand Vitara Wagon Manual (2004-2006),245
Mitsubishi Triton GLX Xtra Cab Utility Manual (2004-2006),250
Mitsubishi Triton GLX Crew Cab Utility Manual (2004-2006),250
Mitsubishi Triton GL Cab-chassis Manual (2004-2006),250
Ford Escape XLS Wagon Auto (2004-2006),245
Ford Escape XLT Wagon Auto (2004-2006),245
Volkswagen Passat Sedan Auto (2004-2006),238
Mercedes-Benz Vito 109CDI Compact Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Long Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Long/High Roof Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Extra Long Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Compact Crew Cab Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Long Crew Cab Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Extra Long Crew Cab Van Manual (2004-2007),240
BMW 5 Series 525i Sedan Auto (2004-2006),239
BMW 5 Series 530i Sedan Auto (2004-2006),240
Holden Rodeo2 LX Cab-chassis Manual (2004-2007),228
Holden Rodeo2 LX Utility Manual (2004-2007),228
Holden Rodeo DX Cab-chassis Manual (2004-2007),228
Holden Rodeo LX Cab-chassis Manual (2004-2007),228
Holden Rodeo LX Utility Manual (2004-2007),228
Holden Rodeo LX Utility Auto (2004-2007),237
Holden Rodeo LX Utility Manual (2004-2007),228
Holden Rodeo LX Cab-chassis Manual (2004-2007),228
Holden Rodeo LT Utility Manual (2004-2007),228
Holden Rodeo LT Utility Auto (2004-2007),237
Holden Rodeo LT Utility Manual (2004-2007),228
Mitsubishi Pajero Exceed Wagon Manual (2004-2006),250
Renault Master Cab-Chassis Cab-chassis Manual (2004-2007),237
Renault Master Van Van Manual (2004-2007),237
BMW 3 Series 325Ci Convertible Manual (2004-2006),230
BMW 3 Series 325Ci Convertible Auto (2004-2006),244
BMW 3 Series 330Ci Convertible Manual (2004-2006),229
BMW 3 Series 330Ci Convertible Auto (2004-2006),244
BMW X5 3.0d Wagon Manual (2004-2006),229
BMW X5 3.0d Wagon Auto (2004-2006),250
Saab 9-5 Arc/Vector Sedan Manual (2004-2006),227
Saab 9-5 Aero Sedan Manual (2004-2006),227
Saab 9-5 Linear Wagon Manual (2004-2006),229
Saab 9-5 Aero Wagon Manual (2004-2006),234
Subaru Liberty GT Wagon Auto (2004-2006),245
Subaru Liberty GT Sedan Auto (2004-2006),245
Saab 9-3 Vector Sedan Auto (2004-2006),233
Saab 9-3 Linear Convertible Auto (2004-2006),232
Saab 9-3 Aero Convertible Auto (2004-2006),237
Saab 9-5 Linear Sedan Auto (2004-2006),238
Saab 9-5 Aero Sedan Auto (2004-2006),246
Ford Escape XLT Wagon Auto (2004-2006),245
Mercedes-Benz Vito 109CDI Compact Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Long Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Long/High Roof Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Extra Long Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Compact Crew Cab Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Long Crew Cab Van Manual (2004-2007),240
Mercedes-Benz Vito 109CDI Extra Long Crew Cab Van Manual (2004-2007),240
BMW 5 Series 525i Sedan Auto (2004-2006),239
BMW 5 Series 530i Sedan Auto (2004-2006),240
Holden Rodeo2 LX Cab-chassis Manual (2004-2007),228
Holden Rodeo2 LX Utility Manual (2004-2007),228
Holden Rodeo DX Cab-chassis Manual (2004-2007),228
Holden Rodeo LX Cab-chassis Manual (2004-2007),228
Holden Rodeo LX Utility Manual (2004-2007),228
Holden Rodeo LX Utility Auto (2004-2007),237
Holden Rodeo LX Utility Manual (2004-2007),228
Holden Rodeo LX Cab-chassis Manual (2004-2007),228
Holden Rodeo LT Utility Manual (2004-2007),228
Holden Rodeo LT Utility Auto (2004-2007),237
Holden Rodeo LT Utility Manual (2004-2007),228
Mitsubishi Pajero Exceed Wagon Manual (2004-2006),250
Renault Master Cab-Chassis Cab-chassis Manual (2004-2007),237
Renault Master Van Van Manual (2004-2007),237
Audi A6 3.0 TDI quattro Tiptronic Sedan Auto (2004-2008),229
Volvo S40 T5 Sedan Auto (2004-2009),241
Volvo S40 T5 Sedan Manual (2004-2009),229
Volvo V50 T5 Wagon Manual (2004-2009),229
Volvo V50 T5 Wagon Auto (2004-2009),241
Land Rover Freelander SE Wagon Auto (2004-2010),240
Land Rover Freelander S Wagon Auto (2004-2010),240
Land Rover Freelander SE Wagon Auto (2004-2010),240
Mercedes-Benz Vito 109CDI Extra Long Van Manual (2004-2011),240
BMW 3 Series 320i Sedan Auto (2004-2011),236
BMW 3 Series 320Ci Coupe Auto (2004-2011),236
BMW 3 Series 320i T Wagon Auto (2004-2011),241
BMW 3 Series 320Ci Convertible Auto (2004-2011),245
Mitsubishi Triton GL Cab-chassis Manual (2004-2014),250
Porsche 911 Carrera T Coupe Manual (2025),262
Porsche 911 GT3 Coupe Auto (2025),311
Porsche 911 GT3 TOURING Coupe Auto (2025),311
Porsche 911 GT3 Coupe Manual (2025),347
Porsche 911 GT3 TOURING Coupe Manual (2025),347
Porsche 911 Carrera T Cabrio Convertible Manual (2025),266
Aston Martin Vantage V8 Hatchback Coupe Auto (2025),275
Aston Martin DB12 V8 Coupe Coupe Auto (2025),278
Aston Martin DB12 Volante V8 Convertible Convertible Auto (2025),278
Aston Martin Vantage Roadster V8 Convertible Convertible Auto (2025),282
Audi RSQ8 performance quattro SUV Auto (2025),277
Aston Martin DBX707 Hatch Auto (2025),309
Jeep Gladiator Rubicon 3.6L  Utility Auto (2025),278
Audi S8 quattro Tiptronic Sedan Auto (2024-2025),252
Audi SQ7 TFSI (DWRB) SUV Auto (2024-2025),272
Audi S8 quattro Tiptronic (DWKA) Sedan Auto (2024-2025),252
Audi SQ8 TFSI (DWRB) SUV Auto (2024-2025),272
Aston Martin Vantage Valiant Hatch Manual (2024-2025),375
Land Rover Range Rover P615 LWB 4 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P615 LWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P530 SWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P615 SWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P530 LWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P530 LWB 7 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P615 LWB 4 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P615 LWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P530 LWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P530 LWB 7 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P530 SWB 5 Seater Wagon Auto (2024-2025),258
Land Rover Range Rover P615 SWB 5 Seater Wagon Auto (2024-2025),258
Aston Martin DB12 V8 Coupe Coupe Auto (2024-2025),278
Aston Martin DB12 V8 Convertible Convertible Auto (2024-2025),278
Aston Martin DBX707 Hatch Auto (2024-2025),309
Aston Martin Vantage V8 Hatchback Coupe Auto (2024-2025),275
Mercedes-Benz GT AMG 63 4MATIC+ Coupe Auto (2024-2025),334
Genesis GV80 3.5 T-GDI SUV Auto (2024-2025),273
Genesis GV80 3.5 T-GDI SUV Auto (2024-2025),273
Genesis GV80 3.5 T-GDI SUV Auto (2024-2025),273
Lexus GX 550 Wagon Auto (2024-2025),279
Lexus GX 550 Wagon Auto (2024-2025),279
Ford Dark Horse Mustang Coupe Coupe Auto (2024-2025),293
Ford GT Mustang Coupe Coupe Auto (2024-2025),293
Ford GT Mustang Convertible Convertible Auto (2024-2025),293
Ford GT Mustang Coupe Coupe Manual (2024-2025),310
Ford Dark Horse Mustang Coupe Coupe Manual (2024-2025),353
Porsche Panamera GTS Sedan Auto (2024-2025),267
Aston Martin Vanquish V12 Coupe Steel Exhaust Coupe Auto (2024-2025),314
Aston Martin Vanquish V12 Coupe Titanium Exhaust Coupe Auto (2024-2025),314
Mercedes-Benz G Class G63 AMG SUV Auto (2024-2025),350
Audi RS6 GT quattro Tiptronic Wagon Auto (2024-2025),269
Audi SQ7 TFSI PI2 SUV Auto (2024-2025),271
Audi SQ8 quattro SUV Auto (2024-2025),272
Aston Martin Vantage Valour Hatch Manual (2024-2025),375
Aston Martin DB12 V8 Coupe Coupe Auto (2023-2025),278
Aston Martin DB12 V8 Convertible Convertible Auto (2023-2025),278
Aston Martin DBS 770 Ultimate V12 Coupe Coupe Auto (2023-2025),330
Aston Martin DBS 770 Ultimate V12 Coupe Titanium Coupe Auto (2023-2025),330
Aston Martin DBS 770 Ultimate Volante V12 Convertible Convertible Auto (2023-2025),330
Aston Martin DBS 770 Ultimate Volante V12 Convertible Titanium Convertible Auto (2023-2025),330
Audi SQ8 TFSI (DWRB) SUV Auto (2023-2025),272
Ford F150 SWB - XLT Utility Auto (2023-2025),290
Ford F150 SWB Lariat Utility Auto (2023-2025),290
Audi SQ8 TFSI (DWRB) SUV Auto (2023-2025),272
Ford F150 SWB - XLT Utility Auto (2023-2025),290
Ford F150 SWB Lariat Utility Auto (2023-2025),290
Ford F150 LWB XLT Utility Auto (2023-2025),290
Ford F150 LWB - Lariat Utility Auto (2023-2025),290
BMW Alpina XB7 Wagon Auto (2023-2025),279
Mercedes-Benz GLE 63 AMG 4MATIC+ Coupe Auto (2023-2025),296
Mercedes-Benz GLS 63 AMG 4MATIC+ SUV Auto (2023-2025),306
Mercedes-Benz GLS 600 Maybach 4MATIC SUV Auto (2023-2025),312
BMW X6 M60i xDrive Sedan Auto (2023-2025),269
BMW X6 M X6 M Competition Sedan Auto (2023-2025),285
Porsche 982 Cayman GT4RS Coupe Auto (2023-2025),289
Porsche 982 Boxster Spyder RS Convertible Auto (2023-2025),295
BMW Alpina XB7 Wagon Auto (2023-2025),279
Mercedes-Benz SL Class AMG SL 63 Convertible Auto (2023-2025),319
BMW X5 M60i xDrive Wagon Auto (2023-2025),269
BMW X5 M X5 M Competition Wagon Auto (2023-2025),285
Porsche 911 GT3RS Convertible Auto (2023-2025),301
Audi SQ7 TFSI (DWRB) SUV Auto (2023-2025),272
Audi SQ8 TFSI (DWRB) SUV Auto (2023-2025),272
Land Rover Defender LE 90 P525 AWD 5 seats SUV Auto (2023-2025),290
Land Rover Defender LE 110 P525 AWD 5 seats SUV Auto (2023-2025),295
Land Rover Range Rover P530 SWB 5 Seater Wagon Auto (2023-2025),275
Land Rover Range Rover P530 LWB 7 Seater Wagon Auto (2023-2025),275
Land Rover Range Rover P530 LWB 4 Seater Wagon Auto (2023-2025),275
Aston Martin DB11 V12 Coupe Coupe Auto (2022-2025),265
Aston Martin DBS V12 Coupe Titanium Coupe Auto (2022-2025),285
Aston Martin DBS V12 Convertible Titanium Convertible Auto (2022-2025),302
Aston Martin DBX Hatch Auto (2022-2025),283
Aston Martin DBX707 Hatch Auto (2022-2025),309
Audi SQ7 TFSI quattro Tiptronic 22 Inch Wheel SUV Auto (2022-2025),278
Audi SQ8 TFSI quattro 22 Inch Wheel SUV Auto (2022-2025),279
Land Rover Range Rover P530 LWB 5 Seater Wagon Auto (2022-2025),275
Land Rover Range Rover P530 LWB 7 Seater Wagon Auto (2022-2025),275
Land Rover Range Rover P530 SWB 5 Seater Wagon Auto (2022-2025),275
Ford Ranger Double Cab RAPTOR 4WD Utility Auto (2022-2025),262
Land Rover L460 Range Rover LK P530 SWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P615 SWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P615 LWB 4 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P615 LWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P530 LWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P530 LWB 7 Seater Wagon Auto (2022-2025),258
Land Rover L461 Range Rover L1 P530 Wagon Auto (2022-2025),258
Land Rover L461 Range Rover L1 P635 Wagon Auto (2022-2025),271
Land Rover L461 Range Rover L1 P530 Wagon Auto (2022-2025),258
Land Rover L461 Range Rover L1 P635 Wagon Auto (2022-2025),271
Land Rover L460 Range Rover LK P530 SWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P615 SWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P530 LWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P530 LWB 7 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P615 LWB 4 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P615 LWB 5 Seater Wagon Auto (2022-2025),258
Land Rover L460 Range Rover LK P530 LWB 5 Seater Wagon Auto (2022-2025),275
Land Rover L460 Range Rover LK P530 LWB 7 Seater Wagon Auto (2022-2025),275
Land Rover L460 Range Rover LK P530 LWB 4 Seater Wagon Auto (2022-2025),275
Land Rover L460 Range Rover LK P530 SWB 5 Seater Wagon Auto (2022-2025),275
Land Rover L461 Range Rover L1 P530 Wagon Auto (2022-2025),275
Mercedes-Benz G Class G63 AMG SUV Auto (2022-2025),299
Land Rover Range Rover Sport P530 SUV Auto (2022-2025),275
Land Rover L663 Defender 90/110/130 90 P525 AWD 5 seats SUV Auto (2022-2025),290
